age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,contact_cellular,contact_telephone,contact_unknown,duration_contact_cellular,duration_contact_telephone,duration_contact_unknown,above_median_duration,scaled_balance,housing_penalty,loan_penalty,default_penalty,job_score,FSI
38,blue-collar,married,secondary,no,-388.0,yes,no,9,may,412,1,-1,0,unknown,no,False,False,True,0,0,412,1,0.24979680303440802,-1,0,0,-1,-1.750203196965592
30,admin.,married,secondary,no,11.0,yes,no,16,may,157,1,-1,0,unknown,no,True,False,False,157,0,0,0,0.35789758872934163,-1,0,0,0,-0.6421024112706584
47,blue-collar,divorced,secondary,yes,1420.0,yes,no,30,jul,71,2,-1,0,unknown,no,True,False,False,71,0,0,0,0.739636954754809,-1,0,-2,-1,-3.260363045245191
41,services,divorced,secondary,no,787.0,yes,no,8,may,297,2,-1,0,unknown,no,True,False,False,297,0,0,1,0.5681387157951775,-1,0,0,0,-0.4318612842048225
23,management,single,tertiary,no,736.0,yes,no,30,apr,119,1,-1,0,unknown,no,True,False,False,119,0,0,0,0.5543213221349228,-1,0,0,2,1.554321322134923
32,management,married,tertiary,no,1390.0,no,no,7,aug,116,2,-1,0,unknown,no,True,False,False,116,0,0,0,0.7315090761311298,0,0,0,2,2.73150907613113
57,retired,married,primary,no,808.0,no,no,7,jul,274,1,-1,0,unknown,no,False,True,False,0,274,0,1,0.5738282308317529,0,0,0,-1,-0.42617176916824706
49,services,married,secondary,no,1122.0,no,no,4,aug,143,3,-1,0,unknown,no,True,False,False,143,0,0,0,0.6589000270929287,0,0,0,0,0.6589000270929287
53,services,divorced,secondary,no,-905.0,yes,no,16,may,213,1,-1,0,unknown,no,False,False,True,0,0,213,1,0.10972636141966946,-1,0,0,0,-0.8902736385803305
38,technician,married,secondary,no,1420.0,no,no,7,aug,259,3,-1,0,unknown,no,True,False,False,259,0,0,1,0.739636954754809,0,0,0,1,1.739636954754809
36,blue-collar,married,secondary,no,1049.0,yes,no,14,may,224,4,-1,0,unknown,yes,True,False,False,224,0,0,1,0.6391221891086426,-1,0,0,-1,-1.3608778108913575
36,housemaid,married,secondary,no,419.0,yes,no,30,may,251,1,-1,0,unknown,no,False,False,True,0,0,251,1,0.46843673801137903,-1,0,0,-1,-1.531563261988621
28,technician,divorced,tertiary,no,594.0,yes,yes,18,jun,54,3,-1,0,unknown,no,False,False,True,0,0,54,0,0.5158493633161745,-1,-1,0,1,-0.4841506366838255
32,technician,single,tertiary,no,0.0,no,no,7,aug,268,2,-1,0,unknown,no,True,False,False,268,0,0,1,0.3549173665673259,0,0,0,1,1.354917366567326
50,admin.,divorced,secondary,no,202.0,no,yes,17,nov,148,1,-1,0,unknown,no,True,False,False,148,0,0,0,0.4096450826334327,0,-1,0,0,-0.5903549173665673
43,management,married,secondary,no,667.0,yes,no,7,may,228,3,-1,0,unknown,no,False,False,True,0,0,228,1,0.5356272013004606,-1,0,0,2,1.5356272013004606
48,admin.,married,secondary,no,112.0,no,no,18,aug,139,5,-1,0,unknown,no,True,False,False,139,0,0,0,0.385261446762395,0,0,0,0,0.385261446762395
57,housemaid,married,primary,no,50.0,no,no,18,aug,89,3,-1,0,unknown,no,True,False,False,89,0,0,0,0.36846383094012464,0,0,0,-1,-0.6315361690598753
26,services,divorced,secondary,no,74.0,yes,no,23,may,106,6,-1,0,unknown,no,False,False,True,0,0,106,0,0.374966133839068,-1,0,0,0,-0.625033866160932
39,management,single,tertiary,no,416.0,no,no,23,oct,56,4,-1,0,unknown,no,True,False,False,56,0,0,0,0.4676239501490111,0,0,0,2,2.467623950149011
52,services,married,primary,no,14.0,no,yes,28,jul,55,5,-1,0,unknown,no,True,False,False,55,0,0,0,0.35871037659170957,0,-1,0,0,-0.6412896234082904
31,blue-collar,single,primary,no,-502.0,yes,yes,29,may,76,4,-1,0,unknown,no,False,False,True,0,0,76,0,0.218910864264427,-1,-1,0,-1,-2.781089135735573
50,blue-collar,married,primary,no,0.0,no,no,11,aug,72,5,-1,0,unknown,no,True,False,False,72,0,0,0,0.3549173665673259,0,0,0,-1,-0.645082633432674
47,technician,married,secondary,no,599.0,yes,no,13,aug,99,3,-1,0,unknown,no,True,False,False,99,0,0,0,0.5172040097534544,-1,0,0,1,0.5172040097534545
32,technician,married,tertiary,no,1012.0,no,no,14,apr,178,1,-1,0,unknown,no,True,False,False,178,0,0,1,0.6290978054727716,0,0,0,1,1.6290978054727716
37,technician,single,secondary,no,0.0,no,no,4,aug,69,2,-1,0,unknown,no,True,False,False,69,0,0,0,0.3549173665673259,0,0,0,1,1.354917366567326
28,management,married,tertiary,no,1480.0,yes,no,18,may,143,1,-1,0,unknown,no,True,False,False,143,0,0,0,0.7558927120021675,-1,0,0,2,1.7558927120021677
55,blue-collar,married,unknown,no,1665.0,no,no,30,jul,89,2,-1,0,unknown,no,False,True,False,0,89,0,0,0.8060146301815226,0,0,0,-1,-0.19398536981847736
34,blue-collar,single,secondary,no,1239.0,yes,no,18,jul,90,1,-1,0,unknown,no,True,False,False,90,0,0,0,0.6905987537252777,-1,0,0,-1,-1.3094012462747222
50,blue-collar,divorced,primary,no,-10.0,no,yes,10,jul,369,6,-1,0,unknown,no,True,False,False,369,0,0,1,0.3522080736927662,0,-1,0,-1,-1.6477919263072338
36,technician,divorced,secondary,no,487.0,no,yes,11,aug,268,3,-1,0,unknown,no,True,False,False,268,0,0,1,0.48685992955838525,0,-1,0,1,0.4868599295583853
28,management,married,tertiary,no,318.0,yes,no,27,may,4,4,-1,0,unknown,no,False,False,True,0,0,4,0,0.44107287997832567,-1,0,0,2,1.441072879978326
48,entrepreneur,married,secondary,no,725.0,no,yes,10,jul,105,1,-1,0,unknown,no,True,False,False,105,0,0,0,0.551341099972907,0,-1,0,2,1.5513410999729071
35,technician,married,tertiary,no,188.0,no,no,26,aug,286,2,-1,0,unknown,no,True,False,False,286,0,0,1,0.40585207260904904,0,0,0,1,1.405852072609049
32,management,single,unknown,no,787.0,no,no,28,jan,92,1,-1,0,unknown,no,True,False,False,92,0,0,0,0.5681387157951775,0,0,0,2,2.5681387157951776
43,technician,divorced,secondary,no,167.0,no,no,4,aug,211,3,-1,0,unknown,no,True,False,False,211,0,0,1,0.4001625575724736,0,0,0,1,1.4001625575724737
26,services,single,secondary,no,127.0,yes,yes,23,jul,85,3,-1,0,unknown,no,True,False,False,85,0,0,0,0.3893253860742346,-1,-1,0,0,-1.6106746139257653
34,blue-collar,married,primary,no,176.0,no,no,24,jul,78,1,-1,0,unknown,no,True,False,False,78,0,0,0,0.40260092115957735,0,0,0,-1,-0.5973990788404226
46,technician,married,secondary,no,-337.0,yes,no,27,may,112,1,-1,0,unknown,no,False,False,True,0,0,112,0,0.2636141966946627,-1,0,0,1,0.2636141966946628
57,housemaid,married,primary,no,501.0,yes,yes,7,aug,59,2,-1,0,unknown,no,True,False,False,59,0,0,0,0.4906529395827689,-1,-1,0,-1,-2.509347060417231
48,management,married,tertiary,no,998.0,yes,yes,29,jan,121,3,-1,0,unknown,no,True,False,False,121,0,0,0,0.625304795448388,-1,-1,0,2,0.6253047954483879
59,self-employed,married,primary,no,0.0,yes,no,28,jul,97,2,-1,0,unknown,no,False,True,False,0,97,0,0,0.3549173665673259,-1,0,0,1,0.354917366567326
39,management,married,tertiary,no,246.0,no,no,11,aug,86,2,-1,0,unknown,no,True,False,False,86,0,0,0,0.42156597128149553,0,0,0,2,2.4215659712814954
27,management,single,secondary,no,446.0,no,no,23,jun,205,3,-1,0,unknown,no,True,False,False,205,0,0,1,0.47575182877269034,0,0,0,2,2.4757518287726903
59,retired,married,secondary,no,1173.0,no,no,9,jun,77,2,-1,0,unknown,no,False,False,True,0,0,77,0,0.6727174207531834,0,0,0,-1,-0.3272825792468166
44,admin.,married,secondary,no,205.0,no,no,3,nov,289,1,-1,0,unknown,yes,True,False,False,289,0,0,1,0.41045787049580057,0,0,0,0,0.41045787049580057
50,admin.,married,secondary,no,0.0,no,no,4,aug,86,4,-1,0,unknown,no,True,False,False,86,0,0,0,0.3549173665673259,0,0,0,0,0.3549173665673259
41,management,married,tertiary,no,369.0,yes,no,22,aug,9,3,-1,0,unknown,no,False,True,False,0,9,0,0,0.4548902736385803,-1,0,0,2,1.4548902736385805
32,technician,single,tertiary,no,259.0,no,no,16,jul,407,4,-1,0,unknown,no,True,False,False,407,0,0,1,0.4250880520184232,0,0,0,1,1.4250880520184233
38,management,single,tertiary,no,1373.0,no,no,22,oct,119,4,-1,0,unknown,no,True,False,False,119,0,0,0,0.7269032782443782,0,0,0,2,2.7269032782443783
38,blue-collar,divorced,secondary,no,157.0,no,no,9,jun,299,5,-1,0,unknown,no,False,False,True,0,0,299,1,0.39745326469791387,0,0,0,-1,-0.6025467353020861
55,services,married,secondary,no,186.0,yes,yes,9,may,241,1,-1,0,unknown,no,False,False,True,0,0,241,1,0.4053102140341371,-1,-1,0,0,-1.5946897859658629
34,blue-collar,married,secondary,no,1897.0,yes,yes,19,nov,441,1,-1,0,unknown,no,True,False,False,441,0,0,1,0.8688702248713086,-1,-1,0,-1,-2.1311297751286915
37,admin.,married,secondary,no,1193.0,no,no,12,may,396,2,-1,0,unknown,no,True,False,False,396,0,0,1,0.6781360065023029,0,0,0,0,0.6781360065023029
35,management,married,tertiary,no,317.0,yes,no,23,may,162,3,-1,0,unknown,no,False,False,True,0,0,162,0,0.4408019506908697,-1,0,0,2,1.4408019506908696
27,blue-collar,divorced,secondary,no,1.0,no,no,14,jul,116,3,-1,0,unknown,no,True,False,False,116,0,0,0,0.3551882958547819,0,0,0,-1,-0.6448117041452182
31,technician,married,tertiary,no,636.0,yes,no,4,may,352,4,-1,0,unknown,yes,True,False,False,352,0,0,1,0.5272283933893254,-1,0,0,1,0.5272283933893254
38,management,married,tertiary,no,126.0,yes,no,21,may,164,2,-1,0,unknown,no,False,False,True,0,0,164,0,0.38905445678677864,-1,0,0,2,1.3890544567867789
32,self-employed,married,secondary,no,-33.0,yes,no,28,may,234,3,-1,0,unknown,no,False,False,True,0,0,234,1,0.3459767000812788,-1,0,0,1,0.3459767000812788
37,technician,married,secondary,no,430.0,no,no,27,aug,154,4,-1,0,unknown,no,True,False,False,154,0,0,0,0.47141696017339474,0,0,0,1,1.4714169601733946
27,technician,married,secondary,no,130.0,yes,no,7,may,265,3,-1,0,unknown,no,True,False,False,265,0,0,1,0.39013817393660255,-1,0,0,1,0.39013817393660255
34,technician,single,secondary,no,201.0,no,no,22,jul,257,2,-1,0,unknown,no,True,False,False,257,0,0,1,0.4093741533459767,0,0,0,1,1.4093741533459767
64,management,married,tertiary,no,679.0,no,no,22,apr,135,3,-1,0,unknown,no,False,True,False,0,135,0,1,0.5388783527499322,0,0,0,2,2.5388783527499323
53,technician,divorced,secondary,no,320.0,no,no,9,jul,175,1,-1,0,unknown,no,True,False,False,175,0,0,1,0.44161473855323763,0,0,0,1,1.4416147385532376
58,self-employed,married,secondary,no,1407.0,yes,no,30,may,58,1,-1,0,unknown,no,False,False,True,0,0,58,0,0.7361148740178813,-1,0,0,1,0.7361148740178813
40,technician,married,secondary,no,1270.0,no,no,17,may,342,2,-1,0,unknown,no,True,False,False,342,0,0,1,0.6989975616364129,0,0,0,1,1.6989975616364128
41,services,divorced,secondary,no,654.0,yes,no,13,may,139,2,-1,0,unknown,no,True,False,False,139,0,0,0,0.5321051205635329,-1,0,0,0,-0.4678948794364671
36,entrepreneur,married,primary,no,177.0,yes,no,12,may,63,5,-1,0,unknown,no,False,False,True,0,0,63,0,0.40287185044703333,-1,0,0,2,1.4028718504470334
40,services,married,secondary,no,0.0,no,no,12,jun,543,2,-1,0,unknown,no,False,False,True,0,0,543,1,0.3549173665673259,0,0,0,0,0.3549173665673259
23,technician,single,secondary,no,598.0,no,no,30,apr,166,1,-1,0,unknown,no,True,False,False,166,0,0,1,0.5169330804659984,0,0,0,1,1.5169330804659984
44,blue-collar,married,primary,no,271.0,yes,yes,9,may,94,1,-1,0,unknown,no,False,False,True,0,0,94,0,0.4283392034678949,-1,-1,0,-1,-2.571660796532105
47,blue-collar,married,primary,no,320.0,no,no,30,jul,203,2,-1,0,unknown,no,False,True,False,0,203,0,1,0.44161473855323763,0,0,0,-1,-0.5583852614467624
33,admin.,married,tertiary,no,640.0,no,no,24,jul,318,1,-1,0,unknown,no,True,False,False,318,0,0,1,0.5283121105391493,0,0,0,0,0.5283121105391493
30,self-employed,married,secondary,no,1772.0,yes,no,13,apr,158,4,-1,0,unknown,no,True,False,False,158,0,0,0,0.8350040639393118,-1,0,0,1,0.8350040639393117
27,admin.,single,secondary,no,15.0,no,yes,21,jul,177,1,-1,0,unknown,no,True,False,False,177,0,0,1,0.35898130587916555,0,-1,0,0,-0.6410186941208345
27,services,single,secondary,no,201.0,yes,no,4,jun,172,2,-1,0,unknown,no,False,False,True,0,0,172,0,0.4093741533459767,-1,0,0,0,-0.5906258466540233
30,blue-collar,single,secondary,no,75.0,yes,no,16,may,123,1,-1,0,unknown,no,False,False,True,0,0,123,0,0.375237063126524,-1,0,0,-1,-1.624762936873476
27,blue-collar,single,primary,no,-79.0,yes,no,30,may,385,5,-1,0,unknown,no,False,False,True,0,0,385,1,0.333513952858304,-1,0,0,-1,-1.666486047141696
37,services,divorced,secondary,no,490.0,yes,no,2,feb,73,1,-1,0,unknown,no,True,False,False,73,0,0,0,0.4876727174207532,-1,0,0,0,-0.5123272825792469
36,technician,single,secondary,no,1521.0,yes,no,16,jun,243,2,-1,0,unknown,no,False,False,True,0,0,243,1,0.7670008127878624,-1,0,0,1,0.7670008127878623
37,blue-collar,married,secondary,no,131.0,yes,yes,9,may,137,2,-1,0,unknown,no,False,False,True,0,0,137,0,0.39040910322405853,-1,-1,0,-1,-2.6095908967759414
32,services,married,secondary,no,-632.0,yes,yes,20,apr,18,5,-1,0,unknown,no,True,False,False,18,0,0,0,0.18369005689515036,-1,-1,0,0,-1.8163099431048497
32,admin.,single,secondary,no,116.0,no,yes,16,jul,255,2,-1,0,unknown,no,True,False,False,255,0,0,1,0.3863451639122189,0,-1,0,0,-0.6136548360877812
35,admin.,married,primary,no,189.0,yes,no,11,may,95,1,-1,0,unknown,no,True,False,False,95,0,0,0,0.406123001896505,-1,0,0,0,-0.593876998103495
22,student,single,unknown,no,549.0,no,no,2,sep,154,1,-1,0,unknown,no,True,False,False,154,0,0,0,0.5036575453806557,0,0,0,1,1.5036575453806558
69,retired,married,primary,no,579.0,no,no,14,aug,230,1,-1,0,unknown,no,True,False,False,230,0,0,1,0.5117854240043349,0,0,0,-1,-0.4882145759956651
37,entrepreneur,single,tertiary,no,1467.0,yes,yes,17,nov,349,1,-1,0,unknown,no,True,False,False,349,0,0,1,0.7523706312652397,-1,-1,0,2,0.7523706312652396
45,admin.,single,secondary,no,0.0,yes,no,8,may,38,1,-1,0,unknown,no,True,False,False,38,0,0,0,0.3549173665673259,-1,0,0,0,-0.645082633432674
47,management,married,tertiary,no,109.0,yes,no,22,jul,268,3,-1,0,unknown,no,True,False,False,268,0,0,1,0.3844486589000271,-1,0,0,2,1.3844486589000269
52,management,married,tertiary,no,-11.0,yes,no,11,may,94,4,-1,0,unknown,no,True,False,False,94,0,0,0,0.3519371444053102,-1,0,0,2,1.3519371444053103
33,services,married,secondary,no,90.0,yes,no,28,jul,263,2,-1,0,unknown,no,True,False,False,263,0,0,1,0.37930100243836357,-1,0,0,0,-0.6206989975616364
33,management,divorced,secondary,no,1897.0,yes,yes,2,jun,197,1,-1,0,unknown,no,False,False,True,0,0,197,1,0.8688702248713086,-1,-1,0,2,0.8688702248713085
38,entrepreneur,married,secondary,no,868.0,no,no,20,nov,452,2,-1,0,unknown,no,True,False,False,452,0,0,1,0.5900839880791113,0,0,0,2,2.5900839880791113
54,entrepreneur,married,secondary,no,653.0,yes,no,15,may,352,1,-1,0,unknown,no,False,False,True,0,0,352,1,0.5318341912760769,-1,0,0,2,1.5318341912760767
32,unemployed,divorced,primary,no,0.0,no,no,15,jul,175,4,-1,0,unknown,no,True,False,False,175,0,0,1,0.3549173665673259,0,0,0,-2,-1.645082633432674
33,technician,married,secondary,no,0.0,yes,yes,19,nov,163,2,-1,0,unknown,no,True,False,False,163,0,0,0,0.3549173665673259,-1,-1,0,1,-0.645082633432674
55,services,divorced,secondary,no,218.0,yes,no,29,may,200,2,-1,0,unknown,no,False,False,True,0,0,200,1,0.41397995123272824,-1,0,0,0,-0.5860200487672718
48,blue-collar,married,secondary,no,741.0,yes,no,16,apr,227,1,-1,0,unknown,no,True,False,False,227,0,0,1,0.5556759685722027,-1,0,0,-1,-1.4443240314277972
33,services,single,secondary,no,-56.0,no,yes,10,jul,119,5,-1,0,unknown,no,True,False,False,119,0,0,0,0.3397453264697914,0,-1,0,0,-0.6602546735302086
30,blue-collar,married,primary,no,1.0,yes,yes,22,jul,80,2,-1,0,unknown,no,False,True,False,0,80,0,0,0.3551882958547819,-1,-1,0,-1,-2.6448117041452184
54,unemployed,married,primary,no,541.0,yes,no,3,feb,237,3,-1,0,unknown,no,True,False,False,237,0,0,1,0.5014901110810078,-1,0,0,-2,-2.498509888918992
54,unknown,married,unknown,no,895.0,no,no,7,oct,335,1,-1,0,unknown,yes,True,False,False,335,0,0,1,0.5973990788404226,0,0,0,0,0.5973990788404226
36,unemployed,married,secondary,no,-129.0,yes,no,29,jul,121,3,-1,0,unknown,no,True,False,False,121,0,0,0,0.31996748848550527,-1,0,0,-2,-2.6800325115144945
30,admin.,married,secondary,no,0.0,no,no,15,jul,127,5,-1,0,unknown,no,True,False,False,127,0,0,0,0.3549173665673259,0,0,0,0,0.3549173665673259
30,admin.,married,secondary,no,122.0,yes,no,16,may,107,1,-1,0,unknown,no,False,False,True,0,0,107,0,0.3879707396369548,-1,0,0,0,-0.6120292603630453
35,technician,divorced,secondary,no,0.0,no,no,25,aug,124,4,-1,0,unknown,no,True,False,False,124,0,0,0,0.3549173665673259,0,0,0,1,1.354917366567326
41,services,divorced,secondary,no,411.0,yes,no,8,may,216,1,-1,0,unknown,no,False,False,True,0,0,216,1,0.46626930371173125,-1,0,0,0,-0.5337306962882687
46,admin.,divorced,secondary,no,2232.0,no,no,13,feb,121,1,-1,0,unknown,yes,True,False,False,121,0,0,0,0.9596315361690598,0,0,0,0,0.9596315361690598
30,technician,single,tertiary,no,236.0,yes,no,16,may,197,1,-1,0,unknown,no,False,False,True,0,0,197,1,0.4188566784069358,-1,0,0,1,0.41885667840693586
40,entrepreneur,married,primary,no,0.0,yes,no,11,jul,271,3,-1,0,unknown,no,True,False,False,271,0,0,1,0.3549173665673259,-1,0,0,2,1.3549173665673258
27,admin.,married,secondary,no,639.0,no,yes,14,jul,243,3,-1,0,unknown,no,True,False,False,243,0,0,1,0.5280411812516933,0,-1,0,0,-0.4719588187483067
41,blue-collar,married,primary,no,849.0,yes,no,15,may,72,1,-1,0,unknown,no,False,False,True,0,0,72,0,0.5849363316174478,-1,0,0,-1,-1.4150636683825522
42,blue-collar,married,secondary,no,-921.0,yes,no,26,may,115,2,-1,0,unknown,no,False,False,True,0,0,115,0,0.10539149282037388,-1,0,0,-1,-1.8946085071796261
48,admin.,married,primary,no,607.0,no,no,20,jun,29,2,-1,0,unknown,no,False,False,True,0,0,29,0,0.5193714440531021,0,0,0,0,0.5193714440531021
34,blue-collar,married,primary,no,79.0,yes,no,14,may,406,2,-1,0,unknown,no,True,False,False,406,0,0,1,0.37632078027634785,-1,0,0,-1,-1.6236792197236523
55,technician,divorced,secondary,no,61.0,yes,yes,25,aug,113,3,-1,0,unknown,no,True,False,False,113,0,0,0,0.37144405310214035,-1,-1,0,1,-0.6285559468978597
49,technician,married,secondary,no,1091.0,no,no,30,jul,47,2,-1,0,unknown,no,False,True,False,0,47,0,0,0.6505012191817936,0,0,0,1,1.6505012191817936
46,management,divorced,tertiary,no,743.0,no,no,5,jun,36,2,-1,0,unknown,no,False,False,True,0,0,36,0,0.5562178271471147,0,0,0,2,2.5562178271471145
47,entrepreneur,married,unknown,no,209.0,yes,no,6,may,135,2,-1,0,unknown,no,False,False,True,0,0,135,0,0.4115415876456245,-1,0,0,2,1.4115415876456243
24,management,single,tertiary,no,172.0,no,no,3,jul,67,2,-1,0,unknown,no,True,False,False,67,0,0,0,0.40151720400975344,0,0,0,2,2.401517204009753
25,student,single,secondary,no,1116.0,yes,no,2,mar,170,3,-1,0,unknown,no,True,False,False,170,0,0,1,0.6572744513681928,-1,0,0,1,0.6572744513681927
49,blue-collar,married,secondary,no,-55.0,no,no,17,jun,150,3,-1,0,unknown,no,False,False,True,0,0,150,0,0.34001625575724737,0,0,0,-1,-0.6599837442427526
44,blue-collar,married,primary,no,-14.0,yes,yes,19,may,179,4,-1,0,unknown,no,False,False,True,0,0,179,1,0.3511243565429423,-1,-1,0,-1,-2.6488756434570577
41,blue-collar,married,secondary,no,1459.0,no,no,5,jun,82,1,-1,0,unknown,no,False,False,True,0,0,82,0,0.750203196965592,0,0,0,-1,-0.249796803034408
37,student,married,unknown,no,0.0,no,no,18,jun,115,1,-1,0,unknown,no,False,False,True,0,0,115,0,0.3549173665673259,0,0,0,1,1.354917366567326
32,management,single,tertiary,no,151.0,yes,no,6,may,118,1,-1,0,unknown,no,False,False,True,0,0,118,0,0.395827688973178,-1,0,0,2,1.3958276889731778
27,self-employed,single,secondary,no,49.0,yes,no,30,jan,208,2,-1,0,unknown,no,True,False,False,208,0,0,1,0.36819290165266866,-1,0,0,1,0.3681929016526686
34,technician,married,secondary,no,-346.0,no,no,13,aug,136,4,-1,0,unknown,no,True,False,False,136,0,0,0,0.26117583310755893,0,0,0,1,1.2611758331075589
40,services,married,secondary,no,17.0,no,no,4,jun,78,1,-1,0,unknown,no,True,False,False,78,0,0,0,0.3595231644540775,0,0,0,0,0.3595231644540775
38,blue-collar,married,secondary,no,2008.0,yes,no,18,nov,354,1,-1,0,unknown,no,True,False,False,354,0,0,1,0.8989433757789217,-1,0,0,-1,-1.1010566242210782
41,management,single,tertiary,no,1027.0,yes,no,14,may,433,1,-1,0,unknown,no,True,False,False,433,0,0,1,0.6331617447846112,-1,0,0,2,1.6331617447846112
26,management,single,tertiary,no,205.0,no,no,26,may,111,1,-1,0,unknown,no,False,False,True,0,0,111,0,0.41045787049580057,0,0,0,2,2.4104578704958004
34,admin.,single,secondary,no,852.0,no,no,14,apr,108,2,-1,0,unknown,no,True,False,False,108,0,0,0,0.5857491194798158,0,0,0,0,0.5857491194798158
27,blue-collar,married,secondary,yes,-584.0,yes,no,7,may,411,2,-1,0,unknown,no,True,False,False,411,0,0,1,0.19669466269303712,-1,0,-2,-1,-3.8033053373069627
42,self-employed,married,secondary,no,97.0,no,no,10,jul,108,2,-1,0,unknown,no,True,False,False,108,0,0,0,0.3811975074505554,0,0,0,1,1.3811975074505554
45,admin.,married,secondary,no,204.0,yes,no,3,jun,224,2,-1,0,unknown,yes,True,False,False,224,0,0,1,0.41018694120834465,-1,0,0,0,-0.5898130587916554
39,blue-collar,married,primary,no,1564.0,no,no,17,jun,57,1,-1,0,unknown,no,False,False,True,0,0,57,0,0.7786507721484692,0,0,0,-1,-0.22134922785153077
26,blue-collar,single,secondary,no,856.0,yes,yes,30,jul,95,5,-1,0,unknown,no,True,False,False,95,0,0,0,0.5868328366296397,-1,-1,0,-1,-2.4131671633703604
52,services,married,secondary,no,-888.0,no,no,16,jul,135,1,-1,0,unknown,no,True,False,False,135,0,0,0,0.11433215930642103,0,0,0,0,0.11433215930642103
40,technician,single,tertiary,no,226.0,no,no,15,jan,176,2,-1,0,unknown,no,True,False,False,176,0,0,1,0.41614738553237607,0,0,0,1,1.416147385532376
48,management,married,secondary,no,127.0,no,yes,7,aug,524,5,-1,0,unknown,no,True,False,False,524,0,0,1,0.3893253860742346,0,-1,0,2,1.3893253860742347
31,services,married,secondary,no,413.0,yes,no,13,may,65,1,-1,0,unknown,no,False,False,True,0,0,65,0,0.4668111622866432,-1,0,0,0,-0.5331888377133568
28,management,single,secondary,no,171.0,no,no,10,mar,93,1,-1,0,unknown,yes,True,False,False,93,0,0,0,0.40124627472229746,0,0,0,2,2.4012462747222973
29,self-employed,married,tertiary,no,751.0,yes,no,23,may,121,2,-1,0,unknown,no,False,False,True,0,0,121,0,0.5583852614467624,-1,0,0,1,0.5583852614467624
36,management,married,tertiary,no,61.0,no,yes,19,aug,452,2,-1,0,unknown,no,True,False,False,452,0,0,1,0.37144405310214035,0,-1,0,2,1.3714440531021403
43,management,divorced,tertiary,no,99.0,no,no,29,jan,24,3,-1,0,unknown,no,True,False,False,24,0,0,0,0.3817393660254674,0,0,0,2,2.3817393660254673
44,technician,married,tertiary,no,1146.0,no,no,4,jul,178,2,-1,0,unknown,no,True,False,False,178,0,0,1,0.6654023299918721,0,0,0,1,1.665402329991872
58,blue-collar,married,primary,no,781.0,yes,no,16,may,74,2,-1,0,unknown,no,True,False,False,74,0,0,0,0.5665131400704416,-1,0,0,-1,-1.4334868599295585
30,management,single,tertiary,no,604.0,no,yes,2,feb,475,1,-1,0,unknown,no,True,False,False,475,0,0,1,0.5185586561907343,0,-1,0,2,1.5185586561907343
29,admin.,single,secondary,no,-194.0,yes,no,7,may,127,1,-1,0,unknown,no,True,False,False,127,0,0,0,0.302357084800867,-1,0,0,0,-0.697642915199133
41,technician,married,secondary,no,0.0,no,no,11,mar,101,1,-1,0,unknown,no,True,False,False,101,0,0,0,0.3549173665673259,0,0,0,1,1.354917366567326
35,housemaid,married,primary,no,0.0,yes,no,14,jul,340,3,-1,0,unknown,no,True,False,False,340,0,0,1,0.3549173665673259,-1,0,0,-1,-1.645082633432674
27,admin.,single,tertiary,no,73.0,no,no,29,jan,242,3,-1,0,unknown,no,True,False,False,242,0,0,1,0.37469520455161204,0,0,0,0,0.37469520455161204
34,management,married,tertiary,no,1906.0,yes,no,14,jul,68,3,-1,0,unknown,no,True,False,False,68,0,0,0,0.8713085884584123,-1,0,0,2,1.8713085884584122
34,blue-collar,married,primary,no,-319.0,yes,yes,9,jul,134,4,-1,0,unknown,no,True,False,False,134,0,0,0,0.26849092386887025,-1,-1,0,-1,-2.73150907613113
36,management,married,tertiary,no,-296.0,yes,no,14,may,113,3,-1,0,unknown,no,True,False,False,113,0,0,0,0.27472229748035765,-1,0,0,2,1.2747222974803578
40,technician,married,secondary,no,169.0,yes,no,18,aug,43,4,-1,0,unknown,no,True,False,False,43,0,0,0,0.40070441614738556,-1,0,0,1,0.4007044161473856
37,self-employed,single,tertiary,no,556.0,no,no,17,jun,200,2,-1,0,unknown,no,False,False,True,0,0,200,1,0.5055540503928475,0,0,0,1,1.5055540503928475
65,retired,divorced,unknown,no,300.0,no,no,2,aug,245,2,-1,0,unknown,no,True,False,False,245,0,0,1,0.4361961528041181,0,0,0,-1,-0.563803847195882
53,technician,divorced,secondary,no,751.0,yes,no,16,may,343,4,-1,0,unknown,no,False,False,True,0,0,343,1,0.5583852614467624,-1,0,0,1,0.5583852614467624
28,technician,single,secondary,no,126.0,no,no,3,mar,229,1,-1,0,unknown,no,True,False,False,229,0,0,1,0.38905445678677864,0,0,0,1,1.3890544567867786
33,technician,divorced,tertiary,no,-386.0,yes,no,23,may,530,1,-1,0,unknown,no,False,False,True,0,0,530,1,0.25033866160931995,-1,0,0,1,0.25033866160931995
56,blue-collar,married,primary,no,379.0,no,no,13,aug,58,5,-1,0,unknown,no,True,False,False,58,0,0,0,0.45759956651314004,0,0,0,-1,-0.54240043348686
39,technician,married,secondary,no,1420.0,no,no,5,jun,147,1,-1,0,unknown,no,False,False,True,0,0,147,0,0.739636954754809,0,0,0,1,1.739636954754809
28,management,single,tertiary,no,1466.0,yes,no,25,jul,40,1,-1,0,unknown,no,True,False,False,40,0,0,0,0.7520997019777838,-1,0,0,2,1.7520997019777838
