age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,y,contact_cellular,contact_telephone,contact_unknown,duration_contact_cellular,duration_contact_telephone,duration_contact_unknown,above_median_duration
32,technician,married,secondary,no,266.0,yes,no,19,aug,168,2,no,True,False,False,168,0,0,1
46,management,single,primary,no,538.0,no,no,17,jun,118,3,no,False,False,True,0,0,118,0
29,technician,single,secondary,no,534.0,yes,no,18,may,382,1,no,True,False,False,382,0,0,1
36,admin.,married,unknown,no,2323.0,no,no,19,nov,111,1,no,True,False,False,111,0,0,0
38,admin.,married,secondary,no,1852.0,yes,no,15,may,298,2,no,True,False,False,298,0,0,1
41,management,married,tertiary,no,176.0,yes,yes,5,may,42,1,no,False,False,True,0,0,42,0
41,blue-collar,married,secondary,no,780.0,yes,no,15,may,432,3,no,True,False,False,432,0,0,1
58,management,married,tertiary,no,299.0,no,no,16,jul,120,4,no,True,False,False,120,0,0,0
35,retired,married,primary,no,285.0,yes,no,29,jan,136,1,no,True,False,False,136,0,0,0
25,services,married,secondary,no,72.0,yes,no,23,jul,305,2,no,True,False,False,305,0,0,1
36,blue-collar,married,secondary,no,0.0,no,no,20,jun,332,3,no,False,False,True,0,0,332,1
38,blue-collar,married,secondary,no,-388.0,yes,no,9,may,412,1,no,False,False,True,0,0,412,1
30,admin.,married,secondary,no,11.0,yes,no,16,may,157,1,no,True,False,False,157,0,0,0
47,blue-collar,divorced,secondary,yes,1420.0,yes,no,30,jul,71,2,no,True,False,False,71,0,0,0
41,services,divorced,secondary,no,787.0,yes,no,8,may,297,2,no,True,False,False,297,0,0,1
23,management,single,tertiary,no,736.0,yes,no,30,apr,119,1,no,True,False,False,119,0,0,0
32,management,married,tertiary,no,1390.0,no,no,7,aug,116,2,no,True,False,False,116,0,0,0
57,retired,married,primary,no,808.0,no,no,7,jul,274,1,no,False,True,False,0,274,0,1
49,services,married,secondary,no,1122.0,no,no,4,aug,143,3,no,True,False,False,143,0,0,0
53,services,divorced,secondary,no,-905.0,yes,no,16,may,213,1,no,False,False,True,0,0,213,1
38,technician,married,secondary,no,1420.0,no,no,7,aug,259,3,no,True,False,False,259,0,0,1
36,blue-collar,married,secondary,no,1049.0,yes,no,14,may,224,4,yes,True,False,False,224,0,0,1
36,housemaid,married,secondary,no,419.0,yes,no,30,may,251,1,no,False,False,True,0,0,251,1
28,technician,divorced,tertiary,no,594.0,yes,yes,18,jun,54,3,no,False,False,True,0,0,54,0
32,technician,single,tertiary,no,0.0,no,no,7,aug,268,2,no,True,False,False,268,0,0,1
50,admin.,divorced,secondary,no,202.0,no,yes,17,nov,148,1,no,True,False,False,148,0,0,0
43,management,married,secondary,no,667.0,yes,no,7,may,228,3,no,False,False,True,0,0,228,1
48,admin.,married,secondary,no,112.0,no,no,18,aug,139,5,no,True,False,False,139,0,0,0
57,housemaid,married,primary,no,50.0,no,no,18,aug,89,3,no,True,False,False,89,0,0,0
26,services,divorced,secondary,no,74.0,yes,no,23,may,106,6,no,False,False,True,0,0,106,0
39,management,single,tertiary,no,416.0,no,no,23,oct,56,4,no,True,False,False,56,0,0,0
52,services,married,primary,no,14.0,no,yes,28,jul,55,5,no,True,False,False,55,0,0,0
31,blue-collar,single,primary,no,-502.0,yes,yes,29,may,76,4,no,False,False,True,0,0,76,0
50,blue-collar,married,primary,no,0.0,no,no,11,aug,72,5,no,True,False,False,72,0,0,0
47,technician,married,secondary,no,599.0,yes,no,13,aug,99,3,no,True,False,False,99,0,0,0
32,technician,married,tertiary,no,1012.0,no,no,14,apr,178,1,no,True,False,False,178,0,0,1
37,technician,single,secondary,no,0.0,no,no,4,aug,69,2,no,True,False,False,69,0,0,0
28,management,married,tertiary,no,1480.0,yes,no,18,may,143,1,no,True,False,False,143,0,0,0
55,blue-collar,married,unknown,no,1665.0,no,no,30,jul,89,2,no,False,True,False,0,89,0,0
34,blue-collar,single,secondary,no,1239.0,yes,no,18,jul,90,1,no,True,False,False,90,0,0,0
50,blue-collar,divorced,primary,no,-10.0,no,yes,10,jul,369,6,no,True,False,False,369,0,0,1
36,technician,divorced,secondary,no,487.0,no,yes,11,aug,268,3,no,True,False,False,268,0,0,1
28,management,married,tertiary,no,318.0,yes,no,27,may,4,4,no,False,False,True,0,0,4,0
48,entrepreneur,married,secondary,no,725.0,no,yes,10,jul,105,1,no,True,False,False,105,0,0,0
35,technician,married,tertiary,no,188.0,no,no,26,aug,286,2,no,True,False,False,286,0,0,1
32,management,single,unknown,no,787.0,no,no,28,jan,92,1,no,True,False,False,92,0,0,0
43,technician,divorced,secondary,no,167.0,no,no,4,aug,211,3,no,True,False,False,211,0,0,1
26,services,single,secondary,no,127.0,yes,yes,23,jul,85,3,no,True,False,False,85,0,0,0
34,blue-collar,married,primary,no,176.0,no,no,24,jul,78,1,no,True,False,False,78,0,0,0
46,technician,married,secondary,no,-337.0,yes,no,27,may,112,1,no,False,False,True,0,0,112,0
57,housemaid,married,primary,no,501.0,yes,yes,7,aug,59,2,no,True,False,False,59,0,0,0
48,management,married,tertiary,no,998.0,yes,yes,29,jan,121,3,no,True,False,False,121,0,0,0
59,self-employed,married,primary,no,0.0,yes,no,28,jul,97,2,no,False,True,False,0,97,0,0
39,management,married,tertiary,no,246.0,no,no,11,aug,86,2,no,True,False,False,86,0,0,0
27,management,single,secondary,no,446.0,no,no,23,jun,205,3,no,True,False,False,205,0,0,1
59,retired,married,secondary,no,1173.0,no,no,9,jun,77,2,no,False,False,True,0,0,77,0
44,admin.,married,secondary,no,205.0,no,no,3,nov,289,1,yes,True,False,False,289,0,0,1
50,admin.,married,secondary,no,0.0,no,no,4,aug,86,4,no,True,False,False,86,0,0,0
41,management,married,tertiary,no,369.0,yes,no,22,aug,9,3,no,False,True,False,0,9,0,0
32,technician,single,tertiary,no,259.0,no,no,16,jul,407,4,no,True,False,False,407,0,0,1
38,management,single,tertiary,no,1373.0,no,no,22,oct,119,4,no,True,False,False,119,0,0,0
38,blue-collar,divorced,secondary,no,157.0,no,no,9,jun,299,5,no,False,False,True,0,0,299,1
55,services,married,secondary,no,186.0,yes,yes,9,may,241,1,no,False,False,True,0,0,241,1
34,blue-collar,married,secondary,no,1897.0,yes,yes,19,nov,441,1,no,True,False,False,441,0,0,1
37,admin.,married,secondary,no,1193.0,no,no,12,may,396,2,no,True,False,False,396,0,0,1
35,management,married,tertiary,no,317.0,yes,no,23,may,162,3,no,False,False,True,0,0,162,0
27,blue-collar,divorced,secondary,no,1.0,no,no,14,jul,116,3,no,True,False,False,116,0,0,0
31,technician,married,tertiary,no,636.0,yes,no,4,may,352,4,yes,True,False,False,352,0,0,1
38,management,married,tertiary,no,126.0,yes,no,21,may,164,2,no,False,False,True,0,0,164,0
32,self-employed,married,secondary,no,-33.0,yes,no,28,may,234,3,no,False,False,True,0,0,234,1
37,technician,married,secondary,no,430.0,no,no,27,aug,154,4,no,True,False,False,154,0,0,0
27,technician,married,secondary,no,130.0,yes,no,7,may,265,3,no,True,False,False,265,0,0,1
34,technician,single,secondary,no,201.0,no,no,22,jul,257,2,no,True,False,False,257,0,0,1
64,management,married,tertiary,no,679.0,no,no,22,apr,135,3,no,False,True,False,0,135,0,1
53,technician,divorced,secondary,no,320.0,no,no,9,jul,175,1,no,True,False,False,175,0,0,1
58,self-employed,married,secondary,no,1407.0,yes,no,30,may,58,1,no,False,False,True,0,0,58,0
40,technician,married,secondary,no,1270.0,no,no,17,may,342,2,no,True,False,False,342,0,0,1
41,services,divorced,secondary,no,654.0,yes,no,13,may,139,2,no,True,False,False,139,0,0,0
36,entrepreneur,married,primary,no,177.0,yes,no,12,may,63,5,no,False,False,True,0,0,63,0
40,services,married,secondary,no,0.0,no,no,12,jun,543,2,no,False,False,True,0,0,543,1
23,technician,single,secondary,no,598.0,no,no,30,apr,166,1,no,True,False,False,166,0,0,1
44,blue-collar,married,primary,no,271.0,yes,yes,9,may,94,1,no,False,False,True,0,0,94,0
47,blue-collar,married,primary,no,320.0,no,no,30,jul,203,2,no,False,True,False,0,203,0,1
33,admin.,married,tertiary,no,640.0,no,no,24,jul,318,1,no,True,False,False,318,0,0,1
30,self-employed,married,secondary,no,1772.0,yes,no,13,apr,158,4,no,True,False,False,158,0,0,0
27,admin.,single,secondary,no,15.0,no,yes,21,jul,177,1,no,True,False,False,177,0,0,1
27,services,single,secondary,no,201.0,yes,no,4,jun,172,2,no,False,False,True,0,0,172,0
30,blue-collar,single,secondary,no,75.0,yes,no,16,may,123,1,no,False,False,True,0,0,123,0
27,blue-collar,single,primary,no,-79.0,yes,no,30,may,385,5,no,False,False,True,0,0,385,1
37,services,divorced,secondary,no,490.0,yes,no,2,feb,73,1,no,True,False,False,73,0,0,0
36,technician,single,secondary,no,1521.0,yes,no,16,jun,243,2,no,False,False,True,0,0,243,1
37,blue-collar,married,secondary,no,131.0,yes,yes,9,may,137,2,no,False,False,True,0,0,137,0
32,services,married,secondary,no,-632.0,yes,yes,20,apr,18,5,no,True,False,False,18,0,0,0
32,admin.,single,secondary,no,116.0,no,yes,16,jul,255,2,no,True,False,False,255,0,0,1
35,admin.,married,primary,no,189.0,yes,no,11,may,95,1,no,True,False,False,95,0,0,0
22,student,single,unknown,no,549.0,no,no,2,sep,154,1,no,True,False,False,154,0,0,0
69,retired,married,primary,no,579.0,no,no,14,aug,230,1,no,True,False,False,230,0,0,1
37,entrepreneur,single,tertiary,no,1467.0,yes,yes,17,nov,349,1,no,True,False,False,349,0,0,1
45,admin.,single,secondary,no,0.0,yes,no,8,may,38,1,no,True,False,False,38,0,0,0
47,management,married,tertiary,no,109.0,yes,no,22,jul,268,3,no,True,False,False,268,0,0,1
52,management,married,tertiary,no,-11.0,yes,no,11,may,94,4,no,True,False,False,94,0,0,0
33,services,married,secondary,no,90.0,yes,no,28,jul,263,2,no,True,False,False,263,0,0,1
33,management,divorced,secondary,no,1897.0,yes,yes,2,jun,197,1,no,False,False,True,0,0,197,1
38,entrepreneur,married,secondary,no,868.0,no,no,20,nov,452,2,no,True,False,False,452,0,0,1
54,entrepreneur,married,secondary,no,653.0,yes,no,15,may,352,1,no,False,False,True,0,0,352,1
32,unemployed,divorced,primary,no,0.0,no,no,15,jul,175,4,no,True,False,False,175,0,0,1
33,technician,married,secondary,no,0.0,yes,yes,19,nov,163,2,no,True,False,False,163,0,0,0
55,services,divorced,secondary,no,218.0,yes,no,29,may,200,2,no,False,False,True,0,0,200,1
48,blue-collar,married,secondary,no,741.0,yes,no,16,apr,227,1,no,True,False,False,227,0,0,1
33,services,single,secondary,no,-56.0,no,yes,10,jul,119,5,no,True,False,False,119,0,0,0
30,blue-collar,married,primary,no,1.0,yes,yes,22,jul,80,2,no,False,True,False,0,80,0,0
54,unemployed,married,primary,no,541.0,yes,no,3,feb,237,3,no,True,False,False,237,0,0,1
54,unknown,married,unknown,no,895.0,no,no,7,oct,335,1,yes,True,False,False,335,0,0,1
36,unemployed,married,secondary,no,-129.0,yes,no,29,jul,121,3,no,True,False,False,121,0,0,0
30,admin.,married,secondary,no,0.0,no,no,15,jul,127,5,no,True,False,False,127,0,0,0
30,admin.,married,secondary,no,122.0,yes,no,16,may,107,1,no,False,False,True,0,0,107,0
35,technician,divorced,secondary,no,0.0,no,no,25,aug,124,4,no,True,False,False,124,0,0,0
41,services,divorced,secondary,no,411.0,yes,no,8,may,216,1,no,False,False,True,0,0,216,1
46,admin.,divorced,secondary,no,2232.0,no,no,13,feb,121,1,yes,True,False,False,121,0,0,0
30,technician,single,tertiary,no,236.0,yes,no,16,may,197,1,no,False,False,True,0,0,197,1
40,entrepreneur,married,primary,no,0.0,yes,no,11,jul,271,3,no,True,False,False,271,0,0,1
27,admin.,married,secondary,no,639.0,no,yes,14,jul,243,3,no,True,False,False,243,0,0,1
41,blue-collar,married,primary,no,849.0,yes,no,15,may,72,1,no,False,False,True,0,0,72,0
42,blue-collar,married,secondary,no,-921.0,yes,no,26,may,115,2,no,False,False,True,0,0,115,0
48,admin.,married,primary,no,607.0,no,no,20,jun,29,2,no,False,False,True,0,0,29,0
34,blue-collar,married,primary,no,79.0,yes,no,14,may,406,2,no,True,False,False,406,0,0,1
55,technician,divorced,secondary,no,61.0,yes,yes,25,aug,113,3,no,True,False,False,113,0,0,0
49,technician,married,secondary,no,1091.0,no,no,30,jul,47,2,no,False,True,False,0,47,0,0
46,management,divorced,tertiary,no,743.0,no,no,5,jun,36,2,no,False,False,True,0,0,36,0
47,entrepreneur,married,unknown,no,209.0,yes,no,6,may,135,2,no,False,False,True,0,0,135,0
24,management,single,tertiary,no,172.0,no,no,3,jul,67,2,no,True,False,False,67,0,0,0
25,student,single,secondary,no,1116.0,yes,no,2,mar,170,3,no,True,False,False,170,0,0,1
49,blue-collar,married,secondary,no,-55.0,no,no,17,jun,150,3,no,False,False,True,0,0,150,0
44,blue-collar,married,primary,no,-14.0,yes,yes,19,may,179,4,no,False,False,True,0,0,179,1
41,blue-collar,married,secondary,no,1459.0,no,no,5,jun,82,1,no,False,False,True,0,0,82,0
37,student,married,unknown,no,0.0,no,no,18,jun,115,1,no,False,False,True,0,0,115,0
32,management,single,tertiary,no,151.0,yes,no,6,may,118,1,no,False,False,True,0,0,118,0
27,self-employed,single,secondary,no,49.0,yes,no,30,jan,208,2,no,True,False,False,208,0,0,1
34,technician,married,secondary,no,-346.0,no,no,13,aug,136,4,no,True,False,False,136,0,0,0
40,services,married,secondary,no,17.0,no,no,4,jun,78,1,no,True,False,False,78,0,0,0
38,blue-collar,married,secondary,no,2008.0,yes,no,18,nov,354,1,no,True,False,False,354,0,0,1
41,management,single,tertiary,no,1027.0,yes,no,14,may,433,1,no,True,False,False,433,0,0,1
26,management,single,tertiary,no,205.0,no,no,26,may,111,1,no,False,False,True,0,0,111,0
34,admin.,single,secondary,no,852.0,no,no,14,apr,108,2,no,True,False,False,108,0,0,0
27,blue-collar,married,secondary,yes,-584.0,yes,no,7,may,411,2,no,True,False,False,411,0,0,1
42,self-employed,married,secondary,no,97.0,no,no,10,jul,108,2,no,True,False,False,108,0,0,0
45,admin.,married,secondary,no,204.0,yes,no,3,jun,224,2,yes,True,False,False,224,0,0,1
39,blue-collar,married,primary,no,1564.0,no,no,17,jun,57,1,no,False,False,True,0,0,57,0
26,blue-collar,single,secondary,no,856.0,yes,yes,30,jul,95,5,no,True,False,False,95,0,0,0
52,services,married,secondary,no,-888.0,no,no,16,jul,135,1,no,True,False,False,135,0,0,0
40,technician,single,tertiary,no,226.0,no,no,15,jan,176,2,no,True,False,False,176,0,0,1
48,management,married,secondary,no,127.0,no,yes,7,aug,524,5,no,True,False,False,524,0,0,1
31,services,married,secondary,no,413.0,yes,no,13,may,65,1,no,False,False,True,0,0,65,0
28,management,single,secondary,no,171.0,no,no,10,mar,93,1,yes,True,False,False,93,0,0,0
29,self-employed,married,tertiary,no,751.0,yes,no,23,may,121,2,no,False,False,True,0,0,121,0
36,management,married,tertiary,no,61.0,no,yes,19,aug,452,2,no,True,False,False,452,0,0,1
43,management,divorced,tertiary,no,99.0,no,no,29,jan,24,3,no,True,False,False,24,0,0,0
44,technician,married,tertiary,no,1146.0,no,no,4,jul,178,2,no,True,False,False,178,0,0,1
58,blue-collar,married,primary,no,781.0,yes,no,16,may,74,2,no,True,False,False,74,0,0,0
30,management,single,tertiary,no,604.0,no,yes,2,feb,475,1,no,True,False,False,475,0,0,1
29,admin.,single,secondary,no,-194.0,yes,no,7,may,127,1,no,True,False,False,127,0,0,0
41,technician,married,secondary,no,0.0,no,no,11,mar,101,1,no,True,False,False,101,0,0,0
35,housemaid,married,primary,no,0.0,yes,no,14,jul,340,3,no,True,False,False,340,0,0,1
27,admin.,single,tertiary,no,73.0,no,no,29,jan,242,3,no,True,False,False,242,0,0,1
34,management,married,tertiary,no,1906.0,yes,no,14,jul,68,3,no,True,False,False,68,0,0,0
34,blue-collar,married,primary,no,-319.0,yes,yes,9,jul,134,4,no,True,False,False,134,0,0,0
36,management,married,tertiary,no,-296.0,yes,no,14,may,113,3,no,True,False,False,113,0,0,0
40,technician,married,secondary,no,169.0,yes,no,18,aug,43,4,no,True,False,False,43,0,0,0
37,self-employed,single,tertiary,no,556.0,no,no,17,jun,200,2,no,False,False,True,0,0,200,1
65,retired,divorced,unknown,no,300.0,no,no,2,aug,245,2,no,True,False,False,245,0,0,1
53,technician,divorced,secondary,no,751.0,yes,no,16,may,343,4,no,False,False,True,0,0,343,1
28,technician,single,secondary,no,126.0,no,no,3,mar,229,1,no,True,False,False,229,0,0,1
33,technician,divorced,tertiary,no,-386.0,yes,no,23,may,530,1,no,False,False,True,0,0,530,1
56,blue-collar,married,primary,no,379.0,no,no,13,aug,58,5,no,True,False,False,58,0,0,0
39,technician,married,secondary,no,1420.0,no,no,5,jun,147,1,no,False,False,True,0,0,147,0
28,management,single,tertiary,no,1466.0,yes,no,25,jul,40,1,no,True,False,False,40,0,0,0
41,blue-collar,married,primary,no,951.0,yes,no,20,apr,23,4,no,True,False,False,23,0,0,0
59,services,married,secondary,no,204.0,no,no,23,jul,286,2,no,True,False,False,286,0,0,1
40,blue-collar,married,primary,no,-335.0,yes,no,27,may,260,1,no,False,False,True,0,0,260,1
51,services,divorced,secondary,no,518.0,yes,no,17,nov,76,1,no,False,True,False,0,76,0,0
50,management,married,secondary,no,85.0,no,yes,1,jun,141,1,no,True,False,False,141,0,0,0
52,blue-collar,married,secondary,no,-98.0,yes,no,7,may,423,1,no,False,False,True,0,0,423,1
32,blue-collar,married,secondary,no,687.0,yes,no,9,may,61,1,no,False,False,True,0,0,61,0
31,blue-collar,married,secondary,no,631.0,yes,no,23,may,248,4,no,False,False,True,0,0,248,1
33,technician,single,tertiary,no,316.0,no,no,21,aug,126,3,no,True,False,False,126,0,0,0
48,management,divorced,tertiary,no,507.0,yes,no,9,apr,528,1,no,True,False,False,528,0,0,1
50,management,married,secondary,no,0.0,no,no,9,jul,243,5,no,True,False,False,243,0,0,1
49,blue-collar,divorced,unknown,no,39.0,yes,no,13,may,27,5,no,True,False,False,27,0,0,0
31,blue-collar,married,secondary,no,0.0,yes,no,5,may,143,1,no,False,False,True,0,0,143,0
49,technician,divorced,secondary,no,265.0,yes,no,12,may,274,6,no,False,False,True,0,0,274,1
42,blue-collar,married,primary,no,1520.0,yes,no,5,feb,115,1,no,True,False,False,115,0,0,0
36,blue-collar,divorced,secondary,no,-140.0,yes,no,26,may,222,2,no,False,False,True,0,0,222,1
38,blue-collar,single,secondary,no,578.0,yes,no,21,may,112,2,no,False,False,True,0,0,112,0
40,blue-collar,married,primary,yes,0.0,yes,no,6,may,64,2,no,False,False,True,0,0,64,0
34,management,single,tertiary,no,1171.0,yes,no,10,jul,129,1,no,True,False,False,129,0,0,0
29,technician,single,tertiary,no,452.0,yes,no,11,may,59,1,no,True,False,False,59,0,0,0
51,admin.,divorced,secondary,no,467.0,yes,no,19,may,83,1,no,False,False,True,0,0,83,0
49,self-employed,married,secondary,no,358.0,yes,yes,13,may,176,3,no,False,False,True,0,0,176,1
42,services,married,secondary,no,292.0,yes,no,11,may,222,3,no,True,False,False,222,0,0,1
34,blue-collar,married,secondary,no,-563.0,yes,no,26,may,252,1,no,False,False,True,0,0,252,1
35,unknown,married,primary,no,365.0,no,no,29,aug,41,2,no,True,False,False,41,0,0,0
64,retired,married,secondary,no,1574.0,no,no,29,jul,301,3,yes,False,True,False,0,301,0,1
30,blue-collar,married,secondary,no,501.0,yes,yes,27,may,514,1,no,False,False,True,0,0,514,1
39,technician,single,secondary,no,102.0,yes,no,14,aug,272,2,no,True,False,False,272,0,0,1
32,blue-collar,married,secondary,no,101.0,yes,no,19,may,191,4,no,False,False,True,0,0,191,1
49,self-employed,married,secondary,no,1103.0,no,no,12,may,428,2,no,True,False,False,428,0,0,1
55,technician,married,secondary,no,955.0,yes,no,29,jan,104,1,no,True,False,False,104,0,0,0
30,admin.,married,secondary,no,518.0,yes,no,8,may,127,1,no,True,False,False,127,0,0,0
39,technician,married,tertiary,no,14.0,no,no,28,jan,114,2,no,True,False,False,114,0,0,0
36,admin.,married,secondary,no,-423.0,yes,yes,13,may,106,1,no,False,False,True,0,0,106,0
36,technician,married,unknown,no,756.0,no,no,11,jul,396,3,no,True,False,False,396,0,0,1
38,technician,single,tertiary,no,0.0,yes,no,1,jun,71,1,no,True,False,False,71,0,0,0
40,technician,married,secondary,no,93.0,yes,no,13,may,134,2,no,False,False,True,0,0,134,0
31,blue-collar,married,secondary,no,1766.0,no,yes,5,jun,166,2,yes,True,False,False,166,0,0,1
39,services,married,secondary,no,124.0,yes,no,31,jul,81,5,no,True,False,False,81,0,0,0
33,admin.,married,tertiary,no,69.0,no,yes,4,may,77,2,no,True,False,False,77,0,0,0
53,services,divorced,secondary,no,0.0,no,no,12,mar,80,2,yes,True,False,False,80,0,0,0
44,admin.,divorced,secondary,no,432.0,no,no,9,feb,132,3,no,True,False,False,132,0,0,0
57,management,married,tertiary,no,1420.0,no,no,18,jun,26,1,no,False,False,True,0,0,26,0
29,blue-collar,single,secondary,no,9.0,yes,no,11,may,262,3,no,True,False,False,262,0,0,1
31,services,married,secondary,no,428.0,yes,no,21,may,272,1,no,False,False,True,0,0,272,1
31,blue-collar,married,primary,no,620.0,no,no,30,mar,95,1,no,True,False,False,95,0,0,0
44,entrepreneur,married,primary,no,276.0,yes,yes,15,may,219,1,no,False,False,True,0,0,219,1
40,technician,married,secondary,no,782.0,yes,no,14,may,224,2,no,False,False,True,0,0,224,1
33,entrepreneur,married,primary,no,82.0,yes,no,18,nov,63,2,no,True,False,False,63,0,0,0
26,admin.,single,secondary,no,443.0,no,no,30,jul,84,3,no,True,False,False,84,0,0,0
41,technician,married,secondary,no,351.0,yes,no,9,jul,175,1,no,True,False,False,175,0,0,1
27,services,single,secondary,no,-124.0,no,no,18,jul,217,1,no,True,False,False,217,0,0,1
55,retired,married,tertiary,no,197.0,no,yes,8,jul,256,1,no,True,False,False,256,0,0,1
51,blue-collar,divorced,primary,no,837.0,no,no,30,jul,41,2,no,False,True,False,0,41,0,0
50,management,married,tertiary,no,-94.0,no,yes,25,jun,75,1,no,False,False,True,0,0,75,0
30,services,married,secondary,no,1743.0,yes,no,5,feb,192,4,no,True,False,False,192,0,0,1
49,admin.,married,secondary,no,635.0,no,no,25,aug,220,3,no,True,False,False,220,0,0,1
30,admin.,married,secondary,no,124.0,no,no,16,jun,161,2,no,False,True,False,0,161,0,1
36,entrepreneur,single,secondary,no,475.0,no,no,25,jul,141,3,no,True,False,False,141,0,0,0
37,technician,single,secondary,yes,375.0,no,no,9,jun,223,2,no,False,False,True,0,0,223,1
34,unemployed,single,secondary,no,0.0,no,no,17,nov,63,2,no,True,False,False,63,0,0,0
30,blue-collar,married,secondary,no,-99.0,yes,no,15,may,144,5,no,True,False,False,144,0,0,0
32,technician,married,secondary,no,167.0,yes,yes,8,aug,79,3,no,True,False,False,79,0,0,0
46,housemaid,married,primary,no,19.0,yes,no,21,jul,171,1,no,False,True,False,0,171,0,1
29,self-employed,married,tertiary,no,242.0,yes,no,18,jul,73,4,no,True,False,False,73,0,0,0
53,unknown,married,unknown,no,13.0,no,no,28,jan,69,1,no,False,True,False,0,69,0,0
49,unemployed,married,secondary,no,769.0,yes,no,14,may,257,1,no,False,False,True,0,0,257,1
39,entrepreneur,married,primary,no,238.0,yes,yes,19,nov,134,1,no,True,False,False,134,0,0,0
34,technician,single,secondary,no,2178.0,yes,no,26,may,41,1,no,True,False,False,41,0,0,0
35,blue-collar,single,unknown,no,871.0,yes,no,16,jun,216,3,no,False,False,True,0,0,216,1
57,technician,divorced,secondary,no,63.0,yes,no,5,may,242,3,no,False,False,True,0,0,242,1
31,blue-collar,single,secondary,no,16.0,no,no,7,jul,387,1,no,True,False,False,387,0,0,1
29,management,single,secondary,no,417.0,no,no,7,oct,90,1,no,True,False,False,90,0,0,0
33,technician,married,secondary,no,133.0,no,no,4,may,218,1,yes,True,False,False,218,0,0,1
43,management,married,tertiary,no,690.0,yes,no,6,aug,171,3,no,True,False,False,171,0,0,1
34,blue-collar,married,secondary,no,322.0,yes,no,20,apr,10,3,no,True,False,False,10,0,0,0
31,admin.,divorced,secondary,no,1420.0,no,no,16,jul,350,1,no,True,False,False,350,0,0,1
49,entrepreneur,married,secondary,no,273.0,no,no,23,jul,58,1,no,True,False,False,58,0,0,0
22,student,single,unknown,no,47.0,no,no,3,jul,69,3,no,True,False,False,69,0,0,0
35,management,married,tertiary,no,1100.0,no,yes,29,jan,127,2,no,True,False,False,127,0,0,0
56,admin.,married,secondary,no,0.0,yes,no,19,nov,154,2,no,False,True,False,0,154,0,1
53,blue-collar,married,secondary,no,0.0,no,no,31,jul,36,4,no,False,True,False,0,36,0,0
41,self-employed,married,secondary,no,28.0,yes,no,11,may,49,1,no,True,False,False,49,0,0,0
40,blue-collar,married,secondary,no,1012.0,yes,no,6,may,410,1,no,True,False,False,410,0,0,1
33,blue-collar,married,primary,no,245.0,yes,yes,8,may,253,3,no,True,False,False,253,0,0,1
36,services,married,secondary,no,1328.0,yes,no,6,jun,82,4,no,False,False,True,0,0,82,0
34,entrepreneur,married,tertiary,no,412.0,yes,yes,8,jul,164,1,no,True,False,False,164,0,0,0
55,management,married,secondary,no,229.0,no,yes,9,jun,175,3,no,False,False,True,0,0,175,1
52,management,married,tertiary,no,1339.0,yes,no,22,aug,343,5,no,True,False,False,343,0,0,1
28,blue-collar,divorced,unknown,no,101.0,yes,no,28,may,126,4,no,False,False,True,0,0,126,0
45,unemployed,divorced,secondary,no,728.0,yes,yes,18,nov,107,1,no,True,False,False,107,0,0,0
42,technician,single,secondary,no,0.0,yes,no,7,may,275,4,no,False,False,True,0,0,275,1
34,management,married,tertiary,no,176.0,no,no,18,aug,61,4,no,True,False,False,61,0,0,0
37,blue-collar,married,secondary,no,2023.0,yes,no,10,jul,214,1,no,True,False,False,214,0,0,1
50,blue-collar,married,secondary,no,372.0,yes,no,11,may,21,1,no,False,True,False,0,21,0,0
47,admin.,married,secondary,no,104.0,yes,yes,14,jul,77,2,no,True,False,False,77,0,0,0
40,management,married,tertiary,no,1041.0,yes,no,12,jun,73,1,no,False,False,True,0,0,73,0
38,blue-collar,married,primary,no,0.0,yes,no,3,jun,179,2,no,False,False,True,0,0,179,1
29,technician,single,secondary,no,406.0,yes,no,17,jul,119,1,no,True,False,False,119,0,0,0
26,blue-collar,married,secondary,no,484.0,yes,no,19,may,48,2,no,False,False,True,0,0,48,0
42,management,single,tertiary,no,100.0,no,no,7,aug,64,2,no,True,False,False,64,0,0,0
31,admin.,single,secondary,no,1306.0,yes,no,28,may,217,5,no,False,False,True,0,0,217,1
37,management,single,tertiary,no,815.0,yes,no,7,may,77,1,no,True,False,False,77,0,0,0
60,unemployed,divorced,secondary,no,385.0,yes,no,4,feb,80,1,no,True,False,False,80,0,0,0
32,technician,single,secondary,no,29.0,no,no,19,aug,156,2,no,True,False,False,156,0,0,0
32,technician,married,secondary,no,84.0,no,yes,29,jul,403,3,no,True,False,False,403,0,0,1
34,self-employed,single,tertiary,no,876.0,yes,no,17,nov,145,2,no,True,False,False,145,0,0,0
25,student,married,tertiary,no,0.0,yes,no,9,jul,160,1,no,True,False,False,160,0,0,0
32,blue-collar,married,primary,no,329.0,yes,no,3,feb,321,1,no,True,False,False,321,0,0,1
47,admin.,divorced,secondary,no,162.0,yes,no,9,may,203,4,no,False,False,True,0,0,203,1
49,management,single,tertiary,no,151.0,yes,no,8,jul,97,3,yes,True,False,False,97,0,0,0
53,services,married,secondary,no,-2.0,yes,yes,16,apr,144,2,no,True,False,False,144,0,0,0
47,management,divorced,tertiary,no,1149.0,no,yes,15,jul,82,2,no,True,False,False,82,0,0,0
